,Unnamed: 0,twitterid,Date,User,Tweet,source,likes,replycount,retweets
89,89,1.20E+18,25-11-2019,danjlevy,"Thanks for the update. And the clarification, @Delta. https://t.co/nPUFFkohW7","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",424,6,15
90,90,1.20E+18,25-11-2019,albinokid,"@danjlevy @Delta @rocketmanmovie It’s @delta. I would have been surprised if they hadn’t edited them out. They’re very bad on many issues. Thank you for calling them out, and for the amazing work you do.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",319,6,8
91,91,1.20E+18,25-11-2019,danjlevy,On a flight and noticed @Delta cut the gay love scenes out of @rocketmanmovie. Censoring LGBTQ love stories/intimacy is highly problematic and super disappointing.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",21147,334,1596
92,92,1.20E+18,25-11-2019,RahulKohli13,"She’s now a successful lawyer and I’m doing this. As I said, there were many other crucial events that helped shape our lives but today I want to thank the @NHSuk. Please protect it at all costs, without it our family &amp; many others would have drowned before we even had a chance.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1584,24,47
93,93,1.20E+18,25-11-2019,RahulKohli13,I’ve never really spoken about this publicly before but last night I was taking a moment to reflect on my life. There were many crucial events that helped me get to where I got to today but there’s one particular thing I never give enough credit to. The @NHSuk.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2739,26,257
94,94,1.20E+18,25-11-2019,WoobieTuesday,TOMORROW: Thousands of airline catering workers are staging protests at airports nationwide to demand @AmericanAir &amp; @Delta provide their workers healthcare and a living wage. Join them to make sure execs at American &amp; Delta hear it loud and clear: every worker deserves dignity.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",157,3,80
95,95,1.20E+18,25-11-2019,RAVIEB,"Wow handwritten @Delta 
I feel special #deltamedallionlife 
Maybe I’ll make diamond in 2020 😭 https://t.co/wcepfQXP0w","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",177,6,5
96,96,1.20E+18,25-11-2019,ajfratts,@BeatricetheGold @diegheaux “how long would it take to fly to pluto”  “southwest or delta”😭😭😭 https://t.co/wx8fMk6pDk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",333,0,28
97,97,1.20E+18,25-11-2019,_allyyyn,"Alloy
noun
/ˈaˌloi/
a metal made by combining two or more metallic elements, especially to give greater strength or resistance to corrosion; Builds strength over time 
#56 #FIRSTDAYOUT 
11/24/19 I was initiated into the Zeta Psi Chapter of THE Delta Sigma Theta Sorority, Inc. https://t.co/UCvxr3YQzm","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",191,2,26
98,98,1.20E+18,25-11-2019,_foreverchanel,"Mama Mama don’t you know, I’ll be a Delta now you know 🐘❣️ https://t.co/pEmpVbCBNA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",412,2,57
99,99,1.20E+18,25-11-2019,LegsslikeWhoa,Yo man want a piece of Delta Pi(e) 😏💦 https://t.co/IoUylw3UpK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",307,3,25
100,100,1.20E+18,25-11-2019,bootat__,"I have arrived to Delta Land  
ΔΣΘ - ΔΧ - Fall ‘19 🐘🔺 https://t.co/Cykl5OvZuC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",152,0,14
101,101,1.20E+18,25-11-2019,Delta_Sheppy,BLFC and FWA Confirmed! Gonna Shep all over the place! :D *wag* Can't wait to be back! https://t.co/TiZCMqEctn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",232,13,8
102,102,1.20E+18,25-11-2019,drchriswhale,"Congratulations to my friend, Dr Irfan Wahedna, the longest serving chest physician @UHDBTrust. He’s done some fantastic charity work over the years! He’s a bon viveur, big character &amp; fine cricketer. Today marks 35 years of work @NHSuk. A big reason I committed to this Trust. 👏 https://t.co/DDl7ajX25F","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",146,18,9
103,103,1.20E+18,25-11-2019,dee_adra,"but if she wears. the DELTA symmmbol 
            🐘ΔΣΘ-ΔΧ-Fall’19 🐘
          “ Bit O Honey “ 👑🔺🍯 https://t.co/0GuPE12F8x","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",148,0,15
104,104,1.20E+18,25-11-2019,KingGeorge,"Boarding a Delta flight.

- Anyone w/ disabilities.
- Parents w/ children.
- Veterans
- First class
- Diamond members
- Platinum
- Gold
- Silver 
- Bronze
- Comfort +
- Sky miles
- Amex card holders
- Under water basket Weaver's
- Blue car owners
- Main cabin 1
- Main 2
- Main 3","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1858,31,81
105,105,1.20E+18,25-11-2019,rinmor,"Culture of graft and greed is endemic... #UKZN med school staffer calmly asks a man ( providing entertainment to a med student function), if he can add R12000 to the R20000 invoice and put the 12T into her bank account..... he declined and has reported her, but how many do so? 😡","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",197,33,82
106,106,1.20E+18,25-11-2019,SaraSoueidan,"It’s rare to find great UX in visa application forms, but @govuk’s forms are really nice..

My favorite pattern is the one where, instead of asking you to retype your email, they display text telling you that an email will be sent to the address you just entered to recheck it. https://t.co/iOFXqAe9h4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1376,33,219
107,107,1.20E+18,25-11-2019,JessicaVosk,Boy oh boy. @Delta took care of me and my puppy today like other. Reminder: FLY DELTA.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",314,4,2
108,108,1.20E+18,25-11-2019,IwanDoherty98,"Never forget Labour's policies are hugely popular. 

According Delta Poll excluding don't knows:

89% Support Labour's plans for increased health spending
83% Support a £10 per hr minimum wage
80% Support building 150k new council homes
67% Support nationalising the railways","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",226,6,143
109,109,1.20E+18,25-11-2019,marie_skou,"1 in 20 European women have been raped. 

1 in 10 European women have experienced sexual violence. 

1 in 3 women have experienced physical or sexual violence worldwide.  

Violence against women is a human rights violation of pandemic proportions. 

Enough is enough.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",361,5,154
110,110,1.20E+18,25-11-2019,Refugees,"Violence against women and girls manifests itself in many different forms, but it is NOT inevitable. Find out how you can do your part to end this pandemic during the #16Days of Activism https://t.co/WtS2nUrLJv","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1115,21,586
111,111,1.20E+18,25-11-2019,GlobalGoalsUN,"Violence against women and girls manifests itself in many different forms, but it is NOT inevitable. Find out how you can do your part to end this pandemic during the #16Days of Activism and join #GenerationEquality: https://t.co/ZJBhXvqiZq https://t.co/JRI7K9RBfW","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",191,4,113
112,112,1.20E+18,25-11-2019,OvieAli,Farmers in each state would get N1 billion from Federal Government to develop one or two crops that can be exported for GDP growth and farmers income. That's 36 billion combined to all the states. Hopefully Delta will focus on natural rubber. https://t.co/uCmD4KAkfc,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",623,41,322
113,113,1.20E+18,25-11-2019,ODPhi,"On November 25th 1987, Omega Delta Phi Fraternity was established! Happy Founders’ Day Brothers! #ODPhi32 #ODPhi https://t.co/L1Atdkt1fx","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",153,4,89
114,114,1.20E+18,25-11-2019,Keelraaa,Oh to be a Delta girl ❤️🐘 https://t.co/K7YMFOsrdA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",204,1,26
115,115,1.20E+18,25-11-2019,NatGeo,"The next serious pandemic could emerge from our world’s forests, experts fear https://t.co/M3cIcyLhzD","<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros Publishing</a>",1007,29,454
116,116,1.20E+18,25-11-2019,JetPhotos,On the flight deck of a Delta A220 in Fairbanks. https://t.co/lyPkFUGzBz © Hongming Zheng https://t.co/IHL416Y6SB,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",290,0,27
117,117,1.20E+18,25-11-2019,raaaebbyy,"Oh, What A Great Day To Be A DELTA Woman. https://t.co/c75XqKhbiU","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",508,0,43
118,118,1.20E+18,25-11-2019,AgentNicoleLynn,"I don’t know who needs to hear this, but Delta Sigma Theta is the only sorority you should be considering.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",729,57,194
119,119,1.20E+18,25-11-2019,KimxElise,#13 Thank you Gamma Lambda for listening to me🙏🏽. OHHH TO BE A DELTA GIRL🐘❤️ https://t.co/ZYeS19nitG,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",209,7,13
120,120,1.20E+18,25-11-2019,kevinmaisto,"Oh look, it’s a purse big enough to fit the corporate income taxes paid in 2018 by Amazon, Netflix, Delta, and GM. https://t.co/cDaH1MVvZI","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",142,1,19
121,121,1.20E+18,25-11-2019,TheBlueHouseENG,"Remarks by Pres. Moon(@moonriver365) at Groundbreaking Ceremony for Busan Eco Delta Smart City

The smart city is a place imbued with the inclusive ""Asian spirit,"" where neither nature nor any person is excluded.

▶Full text : https://t.co/L42menQBFV https://t.co/CSa51nyu10","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",165,3,134
122,122,1.20E+18,24-11-2019,MontyBoa99,"@nycjim POUTS has contracted a bad case of paranoiaitis metastisoides.
 
It's endemic in the conspiracy theorist subculture.
https://t.co/Fa7WRineiC https://t.co/vOpIWFZXPr","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",175,6,40
123,123,1.20E+18,24-11-2019,kakra68,80% of Niger Delta revenue  diverted to private bank accounts – EFCC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",195,24,78
124,124,1.20E+18,24-11-2019,MiyaJ_,Officially a Brother of THE ETA OMICRON CHAPTER of Alpha Kappa Psi at East Carolina University 💙💛 https://t.co/ml2MrphOVo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",124,4,21
125,125,1.20E+18,24-11-2019,_MMJay,"Officially a brother of the Eta Omicron Chapter at ECU. Touch the sky, Alpha Pi. https://t.co/BMvGEj1mSk","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",176,1,28
126,126,1.20E+18,24-11-2019,F1,"Blockchain enthusiasts - assemble! 💻

F1 Delta Time is your chance to own officially licensed, F1-themed, non-fungible tokens 

It all starts with an auction prediction contest - open now

➡️ https://t.co/IFQ3oz0I3n 

#F1 https://t.co/ghZJrNkMYE","<a href=""http://www.falcon.io"" rel=""nofollow"">Brandwatch</a>",1585,115,171
127,127,1.20E+18,24-11-2019,dee_adra,it feels so good to be a DELTA WOMEN. 🐘🔺 thank you for all of the love &amp;’ support. ✨ https://t.co/ploA6Hd4Nx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",340,4,38
128,128,1.20E+18,24-11-2019,williamryankey,"Ok. Admitting that I shouldn’t have looked at the phone belonging to the person in the seat in front of me. But I saw they had their @Delta app open and they have 2,263,000 FREAKING MILES IN THEIR ACCOUNT! I thought I was a professional. Today I learned my place.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",248,7,2
129,129,1.20E+18,24-11-2019,vogueandcode,"First time in Delta Sky Club + honestly, y’all can absolutely keep the regular terminal 🤧

It is quiet. Everyone is minding their business. I am eating scrambled eggs with sundried tomatoes + spinach. There is a bar.

I. HAVE. PEAKED 😳

I only want to know this life 😭","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",161,20,3
130,130,1.20E+18,24-11-2019,ruth19776902,This is how Bam will be walking after she signs that deal with Amstel and Delta soap... you all better pray hard🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣#BamTeddyLoveStory https://t.co/aLDkhMsiEf,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",206,20,14
131,131,1.20E+18,24-11-2019,UN_Women,"Violence against women and girls manifests itself in many different forms, but it is NOT inevitable.

Find out how you can do your part to end this pandemic during #16Days of Activism and join #GenerationEquality: https://t.co/iZdEqvX72C #orangetheworld https://t.co/CZEgXlIoQY","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",2331,59,1491
132,132,1.20E+18,24-11-2019,JetPhotos,A Delta A220 landing in Orange County. https://t.co/MFEHJBTGzj © Jordan Louie https://t.co/4FEQVxOMJg,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",399,1,39
133,133,1.20E+18,24-11-2019,MikeJohnson1_,I had connecting flights and @Delta hooked me up with the direct at no extra charge! Thank you!!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",679,9,2
134,134,1.20E+18,24-11-2019,Sanjay_Dixit,"This discrimination is endemic and subtle. Example: Central Council of Indian Medicine administers both Ayurveda and Yunani. Sanskrit was compulsory for A, and Urdu for Y undergrad admissions. While Sanskrit was done away with, Urdu continues. Result: Y is exclusively Muslim https://t.co/MhutfzHs4d","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",363,10,278
135,135,1.20E+18,24-11-2019,Nephrited,"Hahaha I am 100% the first to make this joke about dynamaxing yes sir-ee, nobody could possibly have come up with this yet.

Featuring Delta as the unwitting example of a dynamaxed Gardevoir of course.

Also why does Gardevoir not ACTUALLY gigantamax??? Travesty! https://t.co/xvVyRjgpxo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1833,10,254
136,136,1.20E+18,24-11-2019,xo_mulan,Delta Is The ONLY Way 🔺🐘 #KΔ #8 https://t.co/6xvzcurJGX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",109,0,9
137,137,1.20E+18,24-11-2019,vlexiv_,This is really a dream come true. I’ve waited my whole life for this moment &amp; it feels so surreal. I FINALLY made it to Delta Land 🐘♥️ #DeltaSigmaTheta #AOML #21 https://t.co/c0ZCC6l18M,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",114,1,27
138,138,1.20E+18,24-11-2019,NatGeo,"The next serious pandemic could emerge from our world’s forests, experts fear https://t.co/JHVgEPb81z","<a href=""https://www.spredfast.com/"" rel=""nofollow"">Khoros Publishing</a>",934,28,466
